@relation 'housing_train-weka.filters.unsupervised.attribute.Remove-R1-2,16-weka.filters.unsupervised.attribute.NominalToBinary-R6-11-weka.filters.unsupervised.attribute.NumericToBinary-R6-11-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R4,5,15,16,17,18-Cjava.lang.Math-Mfloor-weka.filters.supervised.instance.SpreadSubsample-M3.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R4-13,15-18-weka.filters.unsupervised.attribute.NominalToBinary-R2-weka.filters.unsupervised.attribute.Remove-R13-14'

@attribute rent numeric
@attribute type=apartment numeric
@attribute type=townhouse numeric
@attribute type=house numeric
@attribute type=duplex numeric
@attribute type=manufactured numeric
@attribute type=condo numeric
@attribute type=loft numeric
@attribute type=flat numeric
@attribute type=cottage/cabin numeric
@attribute type=in-law numeric
@attribute type=land numeric
@attribute demand {yes,no}

@data
720,1,0,0,0,0,0,0,0,0,0,0,yes
915,1,0,0,0,0,0,0,0,0,0,0,yes
1639,1,0,0,0,0,0,0,0,0,0,0,yes
475,1,0,0,0,0,0,0,0,0,0,0,yes
1025,1,0,0,0,0,0,0,0,0,0,0,yes
925.434446,0,0,1,0,0,0,0,0,0,0,0,no
1415,1,0,0,0,0,0,0,0,0,0,0,yes
630,0,0,1,0,0,0,0,0,0,0,0,yes
1150,0,0,1,0,0,0,0,0,0,0,0,yes
1300,0,0,0,0,0,1,0,0,0,0,0,yes
2870.101919,0,0,1,0,0,0,0,0,0,0,0,no
1045,1,0,0,0,0,0,0,0,0,0,0,no
1250,1,0,0,0,0,0,0,0,0,0,0,yes
1175,1,0,0,0,0,0,0,0,0,0,0,yes
525,0,0,0,0,1,0,0,0,0,0,0,yes
1850,0,0,1,0,0,0,0,0,0,0,0,no
1205,1,0,0,0,0,0,0,0,0,0,0,yes
1244,1,0,0,0,0,0,0,0,0,0,0,yes
2185,1,0,0,0,0,0,0,0,0,0,0,yes
4320.297216,0,0,1,0,0,0,0,0,0,0,0,no
660,1,0,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
759,1,0,0,0,0,0,0,0,0,0,0,yes
630,1,0,0,0,0,0,0,0,0,0,0,yes
774,1,0,0,0,0,0,0,0,0,0,0,yes
775,0,0,0,0,0,0,0,0,1,0,0,yes
689,1,0,0,0,0,0,0,0,0,0,0,yes
1105,1,0,0,0,0,0,0,0,0,0,0,yes
715,1,0,0,0,0,0,0,0,0,0,0,yes
1211,0,0,0,0,0,0,0,0,1,0,0,yes
1095,1,0,0,0,0,0,0,0,0,0,0,yes
499,1,0,0,0,0,0,0,0,0,0,0,yes
1195,1,0,0,0,0,0,0,0,0,0,0,yes
1950,1,0,0,0,0,0,0,0,0,0,0,yes
2500,0,0,1,0,0,0,0,0,0,0,0,no
1695,0,0,1,0,0,0,0,0,0,0,0,no
855,1,0,0,0,0,0,0,0,0,0,0,yes
1501,1,0,0,0,0,0,0,0,0,0,0,yes
474,0,0,1,0,0,0,0,0,0,0,0,no
1117.450891,1,0,0,0,0,0,0,0,0,0,0,yes
825,1,0,0,0,0,0,0,0,0,0,0,yes
1049.428969,0,0,1,0,0,0,0,0,0,0,0,no
699,1,0,0,0,0,0,0,0,0,0,0,yes
8550,1,0,0,0,0,0,0,0,0,0,0,yes
650,1,0,0,0,0,0,0,0,0,0,0,yes
550,1,0,0,0,0,0,0,0,0,0,0,yes
1388,1,0,0,0,0,0,0,0,0,0,0,yes
2418,1,0,0,0,0,0,0,0,0,0,0,yes
883.565821,1,0,0,0,0,0,0,0,0,0,0,yes
1005,1,0,0,0,0,0,0,0,0,0,0,yes
968,1,0,0,0,0,0,0,0,0,0,0,yes
600,1,0,0,0,0,0,0,0,0,0,0,yes
725,1,0,0,0,0,0,0,0,0,0,0,yes
625,1,0,0,0,0,0,0,0,0,0,0,yes
2995,1,0,0,0,0,0,0,0,0,0,0,yes
1660.261767,0,0,1,0,0,0,0,0,0,0,0,no
610.057992,1,0,0,0,0,0,0,0,0,0,0,no
1114,1,0,0,0,0,0,0,0,0,0,0,yes
1220,1,0,0,0,0,0,0,0,0,0,0,yes
1267.725453,1,0,0,0,0,0,0,0,0,0,0,no
660,1,0,0,0,0,0,0,0,0,0,0,no
799,1,0,0,0,0,0,0,0,0,0,0,yes
894.444666,0,0,1,0,0,0,0,0,0,0,0,no
975,1,0,0,0,0,0,0,0,0,0,0,yes
975,1,0,0,0,0,0,0,0,0,0,0,yes
1606.003747,0,0,1,0,0,0,0,0,0,0,0,no
950,0,0,0,1,0,0,0,0,0,0,0,yes
845.307701,1,0,0,0,0,0,0,0,0,0,0,no
1850.83973,0,0,1,0,0,0,0,0,0,0,0,no
1498.999902,0,0,1,0,0,0,0,0,0,0,0,no
559,1,0,0,0,0,0,0,0,0,0,0,no
680,1,0,0,0,0,0,0,0,0,0,0,yes
985,1,0,0,0,0,0,0,0,0,0,0,yes
900,0,0,0,0,0,1,0,0,0,0,0,yes
1831.301239,0,0,1,0,0,0,0,0,0,0,0,no
1211,1,0,0,0,0,0,0,0,0,0,0,yes
1379,1,0,0,0,0,0,0,0,0,0,0,yes
2495,0,0,1,0,0,0,0,0,0,0,0,yes
935,1,0,0,0,0,0,0,0,0,0,0,yes
829,1,0,0,0,0,0,0,0,0,0,0,yes
785,1,0,0,0,0,0,0,0,0,0,0,yes
2908.827232,0,0,1,0,0,0,0,0,0,0,0,no
1016,1,0,0,0,0,0,0,0,0,0,0,yes
2245,0,1,0,0,0,0,0,0,0,0,0,no
913,1,0,0,0,0,0,0,0,0,0,0,yes
1300,1,0,0,0,0,0,0,0,0,0,0,yes
1334,1,0,0,0,0,0,0,0,0,0,0,yes
589,1,0,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
715,1,0,0,0,0,0,0,0,0,0,0,yes
1600,0,0,0,0,0,1,0,0,0,0,0,yes
2104.029052,0,0,1,0,0,0,0,0,0,0,0,no
2648.750357,0,0,1,0,0,0,0,0,0,0,0,no
1255,1,0,0,0,0,0,0,0,0,0,0,yes
795,1,0,0,0,0,0,0,0,0,0,0,yes
2595,1,0,0,0,0,0,0,0,0,0,0,yes
890,1,0,0,0,0,0,0,0,0,0,0,yes
798,1,0,0,0,0,0,0,0,0,0,0,yes
2304.128185,0,0,1,0,0,0,0,0,0,0,0,no
795,1,0,0,0,0,0,0,0,0,0,0,yes
1371.595941,0,0,1,0,0,0,0,0,0,0,0,no
1480,1,0,0,0,0,0,0,0,0,0,0,yes
615,1,0,0,0,0,0,0,0,0,0,0,yes
680,1,0,0,0,0,0,0,0,0,0,0,yes
2885,0,0,1,0,0,0,0,0,0,0,0,no
1205,1,0,0,0,0,0,0,0,0,0,0,yes
860,1,0,0,0,0,0,0,0,0,0,0,yes
2100,1,0,0,0,0,0,0,0,0,0,0,yes
325,1,0,0,0,0,0,0,0,0,0,0,yes
1565,1,0,0,0,0,0,0,0,0,0,0,yes
1435,1,0,0,0,0,0,0,0,0,0,0,yes
1190,1,0,0,0,0,0,0,0,0,0,0,yes
2650,1,0,0,0,0,0,0,0,0,0,0,yes
1320,1,0,0,0,0,0,0,0,0,0,0,yes
855,1,0,0,0,0,0,0,0,0,0,0,yes
1302,1,0,0,0,0,0,0,0,0,0,0,yes
635,1,0,0,0,0,0,0,0,0,0,0,yes
2346.539802,0,0,1,0,0,0,0,0,0,0,0,no
1475.014027,0,0,1,0,0,0,0,0,0,0,0,no
1610,0,0,1,0,0,0,0,0,0,0,0,yes
820,1,0,0,0,0,0,0,0,0,0,0,yes
1525,1,0,0,0,0,0,0,0,0,0,0,yes
1450,1,0,0,0,0,0,0,0,0,0,0,yes
849,1,0,0,0,0,0,0,0,0,0,0,yes
698,1,0,0,0,0,0,0,0,0,0,0,yes
2410.330413,1,0,0,0,0,0,0,0,0,0,0,no
599,1,0,0,0,0,0,0,0,0,0,0,yes
1162.814013,0,0,1,0,0,0,0,0,0,0,0,no
1025,1,0,0,0,0,0,0,0,0,0,0,yes
459,1,0,0,0,0,0,0,0,0,0,0,yes
635,1,0,0,0,0,0,0,0,0,0,0,yes
2996.188466,0,0,1,0,0,0,0,0,0,0,0,no
4387.855487,0,0,1,0,0,0,0,0,0,0,0,no
1388.659187,0,0,1,0,0,0,0,0,0,0,0,no
1260,1,0,0,0,0,0,0,0,0,0,0,yes
1885.969965,0,0,1,0,0,0,0,0,0,0,0,no
2575,0,1,0,0,0,0,0,0,0,0,0,no
1125,1,0,0,0,0,0,0,0,0,0,0,yes
1695,1,0,0,0,0,0,0,0,0,0,0,yes
1580,0,0,1,0,0,0,0,0,0,0,0,yes
1879.423072,0,0,1,0,0,0,0,0,0,0,0,no
995,1,0,0,0,0,0,0,0,0,0,0,yes
1060,1,0,0,0,0,0,0,0,0,0,0,yes
1700,0,0,0,0,0,1,0,0,0,0,0,yes
1035,1,0,0,0,0,0,0,0,0,0,0,yes
1855,1,0,0,0,0,0,0,0,0,0,0,yes
1100,1,0,0,0,0,0,0,0,0,0,0,yes
1471,1,0,0,0,0,0,0,0,0,0,0,yes
600,0,0,1,0,0,0,0,0,0,0,0,no
610,1,0,0,0,0,0,0,0,0,0,0,yes
1224,0,1,0,0,0,0,0,0,0,0,0,yes
1190,0,0,1,0,0,0,0,0,0,0,0,yes
1051.543337,1,0,0,0,0,0,0,0,0,0,0,no
585,1,0,0,0,0,0,0,0,0,0,0,no
1900,0,0,1,0,0,0,0,0,0,0,0,yes
1250,1,0,0,0,0,0,0,0,0,0,0,yes
975,0,0,1,0,0,0,0,0,0,0,0,yes
221,0,0,1,0,0,0,0,0,0,0,0,yes
829,1,0,0,0,0,0,0,0,0,0,0,yes
1774,1,0,0,0,0,0,0,0,0,0,0,yes
1993,1,0,0,0,0,0,0,0,0,0,0,yes
1391.393636,0,0,1,0,0,0,0,0,0,0,0,no
850,1,0,0,0,0,0,0,0,0,0,0,yes
893,1,0,0,0,0,0,0,0,0,0,0,yes
1920,1,0,0,0,0,0,0,0,0,0,0,yes
700,0,0,1,0,0,0,0,0,0,0,0,yes
2255,1,0,0,0,0,0,0,0,0,0,0,yes
1050,0,1,0,0,0,0,0,0,0,0,0,yes
715,1,0,0,0,0,0,0,0,0,0,0,yes
1549,1,0,0,0,0,0,0,0,0,0,0,yes
1320,1,0,0,0,0,0,0,0,0,0,0,yes
1060,1,0,0,0,0,0,0,0,0,0,0,yes
5061.887249,0,0,1,0,0,0,0,0,0,0,0,no
659,1,0,0,0,0,0,0,0,0,0,0,yes
870,1,0,0,0,0,0,0,0,0,0,0,yes
850,1,0,0,0,0,0,0,0,0,0,0,yes
1320,1,0,0,0,0,0,0,0,0,0,0,yes
1530,1,0,0,0,0,0,0,0,0,0,0,yes
2496,1,0,0,0,0,0,0,0,0,0,0,yes
660,1,0,0,0,0,0,0,0,0,0,0,yes
1125,0,0,1,0,0,0,0,0,0,0,0,no
731,1,0,0,0,0,0,0,0,0,0,0,yes
1250,1,0,0,0,0,0,0,0,0,0,0,yes
4050.688693,0,0,1,0,0,0,0,0,0,0,0,no
829,1,0,0,0,0,0,0,0,0,0,0,yes
980,1,0,0,0,0,0,0,0,0,0,0,yes
2125,1,0,0,0,0,0,0,0,0,0,0,yes
709,1,0,0,0,0,0,0,0,0,0,0,yes
629,1,0,0,0,0,0,0,0,0,0,0,yes
1700,1,0,0,0,0,0,0,0,0,0,0,yes
1574.397514,0,0,1,0,0,0,0,0,0,0,0,no
995,0,1,0,0,0,0,0,0,0,0,0,yes
1349,1,0,0,0,0,0,0,0,0,0,0,yes
1250.105177,0,0,1,0,0,0,0,0,0,0,0,no
2195.233805,0,0,1,0,0,0,0,0,0,0,0,no
1280,1,0,0,0,0,0,0,0,0,0,0,yes
916,1,0,0,0,0,0,0,0,0,0,0,yes
990,1,0,0,0,0,0,0,0,0,0,0,yes
880,1,0,0,0,0,0,0,0,0,0,0,yes
1400,1,0,0,0,0,0,0,0,0,0,0,yes
2050,1,0,0,0,0,0,0,0,0,0,0,yes
1525,1,0,0,0,0,0,0,0,0,0,0,yes
968,1,0,0,0,0,0,0,0,0,0,0,yes
1659.284637,1,0,0,0,0,0,0,0,0,0,0,yes
725,1,0,0,0,0,0,0,0,0,0,0,yes
965,1,0,0,0,0,0,0,0,0,0,0,yes
2805,1,0,0,0,0,0,0,0,0,0,0,yes
2245,0,1,0,0,0,0,0,0,0,0,0,no
1350,1,0,0,0,0,0,0,0,0,0,0,yes
905,1,0,0,0,0,0,0,0,0,0,0,yes
1713,1,0,0,0,0,0,0,0,0,0,0,yes
939,1,0,0,0,0,0,0,0,0,0,0,yes
1101,1,0,0,0,0,0,0,0,0,0,0,yes
1050,0,0,1,0,0,0,0,0,0,0,0,yes
2080.086083,0,0,1,0,0,0,0,0,0,0,0,no
1124,0,1,0,0,0,0,0,0,0,0,0,yes
4190.573151,0,0,1,0,0,0,0,0,0,0,0,no
2200,0,0,1,0,0,0,0,0,0,0,0,no
925,1,0,0,0,0,0,0,0,0,0,0,yes
2340,1,0,0,0,0,0,0,0,0,0,0,yes
1015,1,0,0,0,0,0,0,0,0,0,0,yes
849,1,0,0,0,0,0,0,0,0,0,0,yes
2100.002626,0,0,1,0,0,0,0,0,0,0,0,no
1245,1,0,0,0,0,0,0,0,0,0,0,yes
1705,1,0,0,0,0,0,0,0,0,0,0,yes
600,1,0,0,0,0,0,0,0,0,0,0,yes
1480,1,0,0,0,0,0,0,0,0,0,0,yes
755,1,0,0,0,0,0,0,0,0,0,0,yes
380,1,0,0,0,0,0,0,0,0,0,0,yes
1052,1,0,0,0,0,0,0,0,0,0,0,no
1029,1,0,0,0,0,0,0,0,0,0,0,yes
900,0,0,1,0,0,0,0,0,0,0,0,yes
655,1,0,0,0,0,0,0,0,0,0,0,yes
995,1,0,0,0,0,0,0,0,0,0,0,yes
1017,1,0,0,0,0,0,0,0,0,0,0,yes
2095,0,0,1,0,0,0,0,0,0,0,0,yes
1432,1,0,0,0,0,0,0,0,0,0,0,yes
570.878033,0,0,1,0,0,0,0,0,0,0,0,no
1334,1,0,0,0,0,0,0,0,0,0,0,yes
1150.442412,0,0,1,0,0,0,0,0,0,0,0,no
1264,1,0,0,0,0,0,0,0,0,0,0,yes
850,0,0,1,0,0,0,0,0,0,0,0,yes
1535,1,0,0,0,0,0,0,0,0,0,0,yes
1944.013751,0,0,1,0,0,0,0,0,0,0,0,no
808.99995,0,0,1,0,0,0,0,0,0,0,0,no
1695,0,0,1,0,0,0,0,0,0,0,0,no
1725,1,0,0,0,0,0,0,0,0,0,0,yes
1127.830533,0,0,1,0,0,0,0,0,0,0,0,no
1015,1,0,0,0,0,0,0,0,0,0,0,yes
1815.723915,0,0,1,0,0,0,0,0,0,0,0,no
1825,1,0,0,0,0,0,0,0,0,0,0,yes
580,0,0,1,0,0,0,0,0,0,0,0,yes
1495,0,0,0,1,0,0,0,0,0,0,0,yes
984.957048,1,0,0,0,0,0,0,0,0,0,0,no
825,1,0,0,0,0,0,0,0,0,0,0,yes
760,1,0,0,0,0,0,0,0,0,0,0,yes
1480,1,0,0,0,0,0,0,0,0,0,0,yes
1833,1,0,0,0,0,0,0,0,0,0,0,yes
1175,1,0,0,0,0,0,0,0,0,0,0,yes
2231.472329,0,0,1,0,0,0,0,0,0,0,0,no
1315,1,0,0,0,0,0,0,0,0,0,0,yes
1995,1,0,0,0,0,0,0,0,0,0,0,yes
1105,1,0,0,0,0,0,0,0,0,0,0,yes
669,1,0,0,0,0,0,0,0,0,0,0,yes
474,0,0,1,0,0,0,0,0,0,0,0,no
1025,0,0,1,0,0,0,0,0,0,0,0,no
805,1,0,0,0,0,0,0,0,0,0,0,yes
1199,1,0,0,0,0,0,0,0,0,0,0,yes
1560,1,0,0,0,0,0,0,0,0,0,0,yes
970,1,0,0,0,0,0,0,0,0,0,0,yes
2675,1,0,0,0,0,0,0,0,0,0,0,yes
680,1,0,0,0,0,0,0,0,0,0,0,yes
1799.974738,0,1,0,0,0,0,0,0,0,0,0,no
1695,0,0,1,0,0,0,0,0,0,0,0,no
1900,1,0,0,0,0,0,0,0,0,0,0,yes
960,1,0,0,0,0,0,0,0,0,0,0,yes
476,1,0,0,0,0,0,0,0,0,0,0,yes
2650,1,0,0,0,0,0,0,0,0,0,0,yes
891,1,0,0,0,0,0,0,0,0,0,0,yes
1499.325635,0,0,1,0,0,0,0,0,0,0,0,no
1270.094202,0,0,1,0,0,0,0,0,0,0,0,no
773,1,0,0,0,0,0,0,0,0,0,0,yes
650,1,0,0,0,0,0,0,0,0,0,0,yes
789,1,0,0,0,0,0,0,0,0,0,0,yes
1025,1,0,0,0,0,0,0,0,0,0,0,yes
2426.346693,0,0,1,0,0,0,0,0,0,0,0,no
963,1,0,0,0,0,0,0,0,0,0,0,yes
1650,1,0,0,0,0,0,0,0,0,0,0,yes
839,1,0,0,0,0,0,0,0,0,0,0,yes
1150,1,0,0,0,0,0,0,0,0,0,0,yes
1575,1,0,0,0,0,0,0,0,0,0,0,yes
920,1,0,0,0,0,0,0,0,0,0,0,yes
1084,1,0,0,0,0,0,0,0,0,0,0,yes
1302,1,0,0,0,0,0,0,0,0,0,0,yes
700,0,0,1,0,0,0,0,0,0,0,0,yes
550,1,0,0,0,0,0,0,0,0,0,0,yes
1775,1,0,0,0,0,0,0,0,0,0,0,yes
1937.079083,0,0,1,0,0,0,0,0,0,0,0,no
2893.969925,0,0,1,0,0,0,0,0,0,0,0,no
630,1,0,0,0,0,0,0,0,0,0,0,yes
770,1,0,0,0,0,0,0,0,0,0,0,yes
2040,1,0,0,0,0,0,0,0,0,0,0,yes
1895,0,0,1,0,0,0,0,0,0,0,0,yes
1836,1,0,0,0,0,0,0,0,0,0,0,yes
1387,1,0,0,0,0,0,0,0,0,0,0,yes
1159.158427,0,0,1,0,0,0,0,0,0,0,0,no
1377.766254,1,0,0,0,0,0,0,0,0,0,0,yes
1080,1,0,0,0,0,0,0,0,0,0,0,yes
635,1,0,0,0,0,0,0,0,0,0,0,yes
605,1,0,0,0,0,0,0,0,0,0,0,yes
850,1,0,0,0,0,0,0,0,0,0,0,yes
1300,0,0,0,0,1,0,0,0,0,0,0,yes
1561,1,0,0,0,0,0,0,0,0,0,0,yes
619,1,0,0,0,0,0,0,0,0,0,0,no
1575,1,0,0,0,0,0,0,0,0,0,0,yes
1020,1,0,0,0,0,0,0,0,0,0,0,yes
690,1,0,0,0,0,0,0,0,0,0,0,yes
1015,1,0,0,0,0,0,0,0,0,0,0,yes
1103,1,0,0,0,0,0,0,0,0,0,0,yes
1450,1,0,0,0,0,0,0,0,0,0,0,yes
1746.060193,0,0,1,0,0,0,0,0,0,0,0,no
1659.284637,1,0,0,0,0,0,0,0,0,0,0,yes
1115,1,0,0,0,0,0,0,0,0,0,0,yes
1615,1,0,0,0,0,0,0,0,0,0,0,yes
985,1,0,0,0,0,0,0,0,0,0,0,yes
1400,1,0,0,0,0,0,0,0,0,0,0,yes
1535,1,0,0,0,0,0,0,0,0,0,0,yes
639,1,0,0,0,0,0,0,0,0,0,0,yes
785,1,0,0,0,0,0,0,0,0,0,0,yes
1029,1,0,0,0,0,0,0,0,0,0,0,yes
1420,1,0,0,0,0,0,0,0,0,0,0,yes
1390,1,0,0,0,0,0,0,0,0,0,0,yes
1740,1,0,0,0,0,0,0,0,0,0,0,yes
1130,1,0,0,0,0,0,0,0,0,0,0,yes
999,1,0,0,0,0,0,0,0,0,0,0,yes
679,1,0,0,0,0,0,0,0,0,0,0,yes
1250,1,0,0,0,0,0,0,0,0,0,0,yes
1500,0,0,1,0,0,0,0,0,0,0,0,yes
336,1,0,0,0,0,0,0,0,0,0,0,yes
959,1,0,0,0,0,0,0,0,0,0,0,yes
1000,1,0,0,0,0,0,0,0,0,0,0,no
1269.358348,0,0,1,0,0,0,0,0,0,0,0,no
995,1,0,0,0,0,0,0,0,0,0,0,yes
1160,1,0,0,0,0,0,0,0,0,0,0,yes
1966,1,0,0,0,0,0,0,0,0,0,0,yes
1155,1,0,0,0,0,0,0,0,0,0,0,yes
2031.103459,0,0,1,0,0,0,0,0,0,0,0,no
2842.733285,0,0,1,0,0,0,0,0,0,0,0,no
950,1,0,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
800,1,0,0,0,0,0,0,0,0,0,0,yes
550,1,0,0,0,0,0,0,0,0,0,0,yes
950.155858,0,0,1,0,0,0,0,0,0,0,0,no
1655,1,0,0,0,0,0,0,0,0,0,0,yes
659,1,0,0,0,0,0,0,0,0,0,0,yes
1750,0,0,1,0,0,0,0,0,0,0,0,no
729,1,0,0,0,0,0,0,0,0,0,0,yes
1700,1,0,0,0,0,0,0,0,0,0,0,yes
925,1,0,0,0,0,0,0,0,0,0,0,yes
1930,0,0,1,0,0,0,0,0,0,0,0,yes
847,1,0,0,0,0,0,0,0,0,0,0,yes
1089,1,0,0,0,0,0,0,0,0,0,0,yes
1302,1,0,0,0,0,0,0,0,0,0,0,yes
1800,0,1,0,0,0,0,0,0,0,0,0,no
854,1,0,0,0,0,0,0,0,0,0,0,yes
2575,0,1,0,0,0,0,0,0,0,0,0,no
1390.969196,0,0,1,0,0,0,0,0,0,0,0,no
2300,1,0,0,0,0,0,0,0,0,0,0,no
3099.398383,0,1,0,0,0,0,0,0,0,0,0,no
2199,1,0,0,0,0,0,0,0,0,0,0,yes
1049.770309,0,0,1,0,0,0,0,0,0,0,0,no
1365,1,0,0,0,0,0,0,0,0,0,0,yes
595,0,0,0,1,0,0,0,0,0,0,0,yes
1000,1,0,0,0,0,0,0,0,0,0,0,yes
1175,1,0,0,0,0,0,0,0,0,0,0,yes
800,1,0,0,0,0,0,0,0,0,0,0,yes
1750,1,0,0,0,0,0,0,0,0,0,0,yes
1175,1,0,0,0,0,0,0,0,0,0,0,yes
950,1,0,0,0,0,0,0,0,0,0,0,yes
1327.050699,0,0,1,0,0,0,0,0,0,0,0,no
850,0,0,1,0,0,0,0,0,0,0,0,yes
595,1,0,0,0,0,0,0,0,0,0,0,yes
584,1,0,0,0,0,0,0,0,0,0,0,yes
850,0,0,1,0,0,0,0,0,0,0,0,yes
2821.437345,0,0,1,0,0,0,0,0,0,0,0,no
770,1,0,0,0,0,0,0,0,0,0,0,yes
1295,1,0,0,0,0,0,0,0,0,0,0,yes
885,1,0,0,0,0,0,0,0,0,0,0,yes
4425.816997,0,0,1,0,0,0,0,0,0,0,0,no
584,1,0,0,0,0,0,0,0,0,0,0,yes
675,0,0,1,0,0,0,0,0,0,0,0,yes
1740,1,0,0,0,0,0,0,0,0,0,0,yes
1289,1,0,0,0,0,0,0,0,0,0,0,yes
1128,1,0,0,0,0,0,0,0,0,0,0,yes
1150,1,0,0,0,0,0,0,0,0,0,0,yes
835,1,0,0,0,0,0,0,0,0,0,0,yes
839,1,0,0,0,0,0,0,0,0,0,0,yes
559,1,0,0,0,0,0,0,0,0,0,0,no
1555,1,0,0,0,0,0,0,0,0,0,0,yes
799,1,0,0,0,0,0,0,0,0,0,0,yes
980,1,0,0,0,0,0,0,0,0,0,0,yes
915,1,0,0,0,0,0,0,0,0,0,0,yes
1384.809153,0,0,1,0,0,0,0,0,0,0,0,no
2050,1,0,0,0,0,0,0,0,0,0,0,yes
920,1,0,0,0,0,0,0,0,0,0,0,yes
2409.863069,1,0,0,0,0,0,0,0,0,0,0,no
1260,1,0,0,0,0,0,0,0,0,0,0,yes
1100,0,0,1,0,0,0,0,0,0,0,0,no
1536,0,1,0,0,0,0,0,0,0,0,0,yes
4100,0,0,0,0,0,1,0,0,0,0,0,yes
750,1,0,0,0,0,0,0,0,0,0,0,yes
1018.137947,0,0,1,0,0,0,0,0,0,0,0,no
1200,1,0,0,0,0,0,0,0,0,0,0,yes
1050,0,0,1,0,0,0,0,0,0,0,0,yes
3095,1,0,0,0,0,0,0,0,0,0,0,yes
799,1,0,0,0,0,0,0,0,0,0,0,yes
975,1,0,0,0,0,0,0,0,0,0,0,yes
913,1,0,0,0,0,0,0,0,0,0,0,yes
1055,1,0,0,0,0,0,0,0,0,0,0,yes
725,1,0,0,0,0,0,0,0,0,0,0,yes
780,1,0,0,0,0,0,0,0,0,0,0,yes
1060,1,0,0,0,0,0,0,0,0,0,0,yes
950,0,0,1,0,0,0,0,0,0,0,0,yes
1145,1,0,0,0,0,0,0,0,0,0,0,yes
1400,1,0,0,0,0,0,0,0,0,0,0,yes
804,0,1,0,0,0,0,0,0,0,0,0,yes
1800,0,0,1,0,0,0,0,0,0,0,0,no
735,1,0,0,0,0,0,0,0,0,0,0,yes
595,1,0,0,0,0,0,0,0,0,0,0,yes
1235.06359,0,0,1,0,0,0,0,0,0,0,0,no
975,1,0,0,0,0,0,0,0,0,0,0,yes
900,1,0,0,0,0,0,0,0,0,0,0,yes
1699,1,0,0,0,0,0,0,0,0,0,0,yes
600,1,0,0,0,0,0,0,0,0,0,0,yes
1199.875047,0,0,1,0,0,0,0,0,0,0,0,no
1550,0,0,0,1,0,0,0,0,0,0,0,yes
1899,1,0,0,0,0,0,0,0,0,0,0,yes
545,1,0,0,0,0,0,0,0,0,0,0,yes
1300,1,0,0,0,0,0,0,0,0,0,0,yes
950,1,0,0,0,0,0,0,0,0,0,0,yes
2302.771422,0,0,1,0,0,0,0,0,0,0,0,no
1250,1,0,0,0,0,0,0,0,0,0,0,yes
3185.421947,0,0,1,0,0,0,0,0,0,0,0,no
1000,1,0,0,0,0,0,0,0,0,0,0,no
945,1,0,0,0,0,0,0,0,0,0,0,yes
1995,1,0,0,0,0,0,0,0,0,0,0,yes
655,1,0,0,0,0,0,0,0,0,0,0,yes
1183.95814,0,0,1,0,0,0,0,0,0,0,0,no
799,1,0,0,0,0,0,0,0,0,0,0,yes
1660,1,0,0,0,0,0,0,0,0,0,0,yes
579,0,0,1,0,0,0,0,0,0,0,0,yes
1950.191454,0,0,1,0,0,0,0,0,0,0,0,no
1020,1,0,0,0,0,0,0,0,0,0,0,yes
2845,1,0,0,0,0,0,0,0,0,0,0,yes
2700,0,0,1,0,0,0,0,0,0,0,0,no
710,1,0,0,0,0,0,0,0,0,0,0,yes
815,1,0,0,0,0,0,0,0,0,0,0,yes
644,1,0,0,0,0,0,0,0,0,0,0,yes
585.311932,0,0,1,0,0,0,0,0,0,0,0,no
994.707551,1,0,0,0,0,0,0,0,0,0,0,no
600,1,0,0,0,0,0,0,0,0,0,0,yes
1888.894389,0,0,1,0,0,0,0,0,0,0,0,no
1050,1,0,0,0,0,0,0,0,0,0,0,yes
765,1,0,0,0,0,0,0,0,0,0,0,yes
2990.718604,0,0,1,0,0,0,0,0,0,0,0,no
1215,1,0,0,0,0,0,0,0,0,0,0,yes
1764.116094,0,0,1,0,0,0,0,0,0,0,0,no
800,0,0,0,0,0,1,0,0,0,0,0,yes
1150,1,0,0,0,0,0,0,0,0,0,0,yes
740,1,0,0,0,0,0,0,0,0,0,0,yes
835,1,0,0,0,0,0,0,0,0,0,0,yes
554.910595,0,0,1,0,0,0,0,0,0,0,0,no
540,1,0,0,0,0,0,0,0,0,0,0,yes
2000,0,0,1,0,0,0,0,0,0,0,0,yes
877,1,0,0,0,0,0,0,0,0,0,0,yes
559,1,0,0,0,0,0,0,0,0,0,0,no
580,1,0,0,0,0,0,0,0,0,0,0,yes
1125.703503,0,0,1,0,0,0,0,0,0,0,0,no
900.51269,0,0,1,0,0,0,0,0,0,0,0,no
770,1,0,0,0,0,0,0,0,0,0,0,yes
785,1,0,0,0,0,0,0,0,0,0,0,yes
6500,0,0,1,0,0,0,0,0,0,0,0,no
