@relation 'housing_train-weka.filters.unsupervised.attribute.Remove-R1-2,16-weka.filters.unsupervised.attribute.NominalToBinary-R6-11-weka.filters.unsupervised.attribute.NumericToBinary-R6-11-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R4,5,15,16,17,18-Cjava.lang.Math-Mfloor-weka.filters.supervised.instance.SpreadSubsample-M3.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42'

@attribute rent numeric
@attribute type {apartment,townhouse,house,duplex,manufactured,condo,loft,flat,cottage/cabin,in-law,land}
@attribute sqfeet numeric
@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed {0,1}
@attribute dogs_allowed {0,1}
@attribute smoking_allowed {0,1}
@attribute wheelchair_access {0,1}
@attribute electric_vehicle_charge {0,1}
@attribute comes_furnished {0,1}
@attribute laundry_options {'laundry in bldg','w/d in unit','w/d hookups','laundry on site','no laundry on site'}
@attribute parking_options {'off-street parking','attached garage','detached garage',carport,'street parking','valet parking','no parking'}
@attribute price_per_sqft numeric
@attribute pet_friendly_score numeric
@attribute accessibility_score numeric
@attribute total_rooms numeric
@attribute description numeric
@attribute demand {yes,no}

@data
559,apartment,1240,4,2,0,0,1,0,0,1,'laundry on site','off-street parking',0.450806,0,0,6,304,no
1555,apartment,1352,2,2,1,1,0,1,0,1,'w/d in unit','attached garage',1.150148,2,1,4,352,yes
799,apartment,1000,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',0.799,2,0,3,96,yes
980,apartment,768,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',1.276042,2,0,2,241,yes
915,apartment,1006,2,2,1,1,0,1,0,0,'laundry in bldg','off-street parking',0.909543,2,1,4,103,yes
1384.809153,house,1683.25161,4,2,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.829707,1,0,6,241,no
2050,apartment,787,2,1,0,0,1,0,0,0,?,?,2.604828,0,0,3,163,yes
920,apartment,960,2,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.958333,0,0,4,121,yes
2409.863069,apartment,1415.60334,4,2,0,0,1,0,0,0,'laundry in bldg','off-street parking',1.720853,0,0,6,113,no
1260,apartment,1520,3,2,1,1,1,0,0,0,?,?,0.828947,2,0,5,256,yes
1100,house,1500,4,1,0,0,0,0,0,0,'w/d in unit','off-street parking',0.733333,0,0,5,39,no
1536,townhouse,1205,3,2,1,1,1,0,0,0,'w/d hookups','attached garage',1.274689,2,0,5,283,yes
4100,condo,2481,3,3,1,1,0,0,0,0,'laundry on site',?,1.652559,2,0,6,157,yes
750,apartment,505,1,1,1,0,1,0,0,0,'laundry in bldg','off-street parking',1.485149,1,0,2,209,yes
1018.137947,house,1085.465899,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.945566,1,0,6,35,no
1200,apartment,992,2,2,1,1,1,0,0,0,'w/d in unit',carport,1.209677,2,0,4,120,yes
1050,house,1500,2,1,1,1,1,0,0,1,'w/d in unit',carport,0.7,2,0,3,94,yes
3095,apartment,1000,2,2,1,1,0,1,0,0,'laundry in bldg','attached garage',3.095,2,1,4,282,yes
799,apartment,1050,2,1,1,1,1,0,0,0,?,?,0.760952,2,0,3,192,yes
975,apartment,800,1,1,1,1,1,1,0,0,'w/d in unit','off-street parking',1.21875,2,1,2,83,yes
913,apartment,550,1,1,1,1,1,0,0,0,?,?,1.66,2,0,2,104,yes
1055,apartment,880,2,1,1,1,1,0,0,0,'w/d in unit',carport,1.198864,2,0,3,328,yes
725,apartment,691,2,1,1,1,1,0,0,0,'laundry on site',?,1.049204,2,0,3,475,yes
780,apartment,750,1,1,1,1,1,0,0,0,'laundry on site',carport,1.04,2,0,2,72,yes
1060,apartment,1080,3,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.981481,0,0,5,119,yes
950,house,970,2,1,0,1,0,0,0,0,'w/d in unit',?,0.979381,1,0,3,93,yes
1145,apartment,1365,3,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.838828,0,0,5,188,yes
1400,apartment,476,0,1,1,1,0,0,0,0,'laundry on site','off-street parking',2.941176,2,0,1,166,yes
804,townhouse,1300,3,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.618462,2,0,4,253,yes
1800,house,2310.927698,4,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.777252,2,0,6,146,no
735,apartment,1025,2,2,1,1,0,0,0,0,'w/d in unit',?,0.717073,2,0,4,403,yes
595,apartment,300,0,1,1,1,1,0,0,0,'laundry on site',?,1.983333,2,0,1,31,yes
1235.06359,house,2081.967302,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.595772,2,0,5,32,no
975,apartment,849,2,2,1,1,1,0,0,0,'laundry in bldg',carport,1.14841,2,0,4,134,yes
900,apartment,500,1,1,0,0,0,0,0,0,'laundry on site',carport,1.8,0,0,2,93,yes
1699,apartment,994,2,2,1,1,0,0,0,0,'w/d in unit',carport,1.709256,2,0,4,147,yes
600,apartment,725,1,1,1,1,1,0,0,0,'laundry on site',?,0.827586,2,0,2,110,yes
1199.875047,house,1395.540904,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.869487,1,0,6,65,no
1550,duplex,1350,2,1,0,0,1,0,0,0,'w/d in unit','attached garage',1.148148,0,0,3,240,yes
1899,apartment,971,2,2,0,0,1,0,0,0,?,?,1.955716,0,0,4,213,yes
545,apartment,736,2,1,0,0,1,0,0,0,?,?,0.740489,0,0,3,137,yes
1300,apartment,635,1,1,0,0,0,0,0,0,'laundry on site',carport,2.047244,0,0,2,26,yes
950,apartment,780,1,1,1,1,1,0,1,1,'w/d in unit','street parking',1.217949,2,1,2,158,yes
2302.771422,house,1988.18852,4,2,0,0,0,0,0,0,'w/d in unit','attached garage',1.178824,0,0,6,77,no
1250,apartment,1232,3,2,0,0,1,0,0,0,?,?,1.01461,0,0,5,34,yes
3185.421947,house,3677.190785,4,3,0,0,0,0,0,0,'w/d hookups','attached garage',0.855653,0,0,8,202,no
1000,apartment,1256,4,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.796178,2,0,6,407,no
945,apartment,1050,2,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.9,0,0,4,263,yes
1995,apartment,1213,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',1.644683,2,0,3,384,yes
655,apartment,650,1,1,1,1,1,0,0,0,'laundry on site',?,1.007692,2,0,2,209,yes
1183.95814,house,2924.961365,4,3,0,0,1,0,0,0,'w/d in unit','off-street parking',0.393489,0,0,7,74,no
799,apartment,1000,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',0.799,2,0,3,97,yes
1660,apartment,687,1,1,0,0,1,0,0,0,?,?,2.416303,0,0,2,316,yes
579,house,925,3,2,0,0,1,0,0,0,?,?,0.625946,0,0,5,75,yes
1950.191454,house,2099.767951,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.920844,2,0,6,190,no
1020,apartment,1009,2,1,0,0,1,0,0,0,'laundry on site',carport,1.010902,0,0,3,133,yes
2845,apartment,750,1,1,1,0,1,0,0,0,'laundry on site',?,3.793333,1,0,2,164,yes
2700,house,1900,4,3,1,1,0,0,0,0,'laundry on site','attached garage',1.421053,2,0,7,158,no
710,apartment,1074,3,2,0,0,0,0,0,0,'w/d hookups',?,0.66108,0,0,5,225,yes
815,apartment,700,0,1,0,0,1,0,0,0,'laundry on site',carport,1.164286,0,0,1,192,yes
644,apartment,2000,4,4,0,0,1,0,0,0,?,?,0.322,0,0,8,116,yes
585.311932,house,2385.06326,4,2,0,0,1,0,0,0,'w/d in unit','attached garage',0.247368,0,0,6,101,no
994.707551,apartment,637.139031,1,1,1,1,0,0,0,1,'laundry in bldg','off-street parking',1.491361,2,0,2,353,no
600,apartment,640,1,0,0,0,0,0,1,0,?,?,0.9375,0,1,1,83,yes
1888.894389,house,3000.293519,4,3,0,0,1,0,0,0,'w/d hookups','attached garage',0.633688,0,0,7,183,no
1050,apartment,500,1,1,0,0,0,0,0,0,'laundry in bldg','off-street parking',2.1,0,0,2,36,yes
765,apartment,850,2,1,1,1,0,1,0,0,?,?,0.9,2,1,3,190,yes
2990.718604,house,3347.314021,4,3,0,0,0,0,0,0,'w/d hookups','attached garage',0.886448,1,0,7,35,no
1215,apartment,1089,3,3,1,1,0,1,0,1,'w/d in unit',carport,1.115702,2,1,6,197,yes
1764.116094,house,2268.841128,4,3,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.771337,2,0,7,236,no
800,condo,1200,2,1,1,1,1,0,0,0,'no laundry on site','street parking',0.666667,2,0,3,228,yes
1150,apartment,850,1,1,0,0,0,0,0,0,'w/d in unit','attached garage',1.352941,0,0,2,91,yes
740,apartment,400,0,1,0,0,1,0,0,0,'laundry on site',carport,1.85,0,0,1,144,yes
835,apartment,470,1,1,1,1,1,0,0,0,'laundry on site',?,1.776596,2,0,2,286,yes
554.910595,house,2348.337532,4,3,0,0,1,0,0,0,'w/d in unit','attached garage',0.236549,0,0,7,106,no
540,apartment,530,1,1,1,1,1,0,0,0,'laundry on site','street parking',1.018868,2,0,2,191,yes
2000,house,2100,3,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.952381,0,0,5,65,yes
877,apartment,694,1,1,1,1,1,1,0,0,'w/d in unit','off-street parking',1.263689,2,1,2,409,yes
559,apartment,1240,4,2,0,0,1,0,0,1,'laundry on site','off-street parking',0.450806,0,0,6,304,no
580,apartment,740,1,1,0,0,1,0,0,0,?,?,0.783784,0,0,2,325,yes
1125.703503,house,1564.242735,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.724572,2,0,5,92,no
900.51269,house,1824.159243,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.495261,1,0,6,140,no
770,apartment,597,1,1,1,1,1,0,0,0,'w/d in unit',carport,1.289782,2,0,2,173,yes
785,apartment,704,1,1,1,1,0,0,0,0,'w/d hookups',carport,1.115057,2,0,2,252,yes
6500,house,4555,4,5,0,0,0,0,0,0,'w/d in unit','attached garage',1.427003,2,0,9,193,no
575,manufactured,840,3,2,1,0,1,0,0,0,'w/d in unit','off-street parking',0.684524,1,0,5,70,yes
2499,house,1021,2,1,0,0,1,0,0,0,'w/d hookups','attached garage',2.4476,0,0,3,34,yes
799,apartment,1140,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.700877,2,0,4,267,yes
510,apartment,300,1,1,0,0,1,0,0,1,'laundry in bldg','off-street parking',1.7,0,0,2,124,yes
1100,apartment,630,2,1,0,0,0,0,1,0,'laundry on site','off-street parking',1.746032,0,1,3,79,yes
585.129811,house,2386.788831,4,2,0,0,1,0,0,0,'w/d in unit','attached garage',0.230059,0,0,6,94,no
700,house,1309,4,1,1,1,1,0,0,0,'w/d hookups','off-street parking',0.534759,2,0,5,107,yes
1550,townhouse,1703,3,2,0,0,0,0,0,0,'w/d in unit','attached garage',0.910159,0,0,5,61,yes
525,apartment,600,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',0.875,0,0,2,139,yes
1595,apartment,1200,3,2,1,1,1,0,0,0,'w/d in unit',?,1.329167,2,0,5,243,yes
1275,apartment,640,1,1,1,1,1,0,0,0,'laundry on site',carport,1.992188,2,0,2,86,yes
2460,apartment,1622,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',1.516646,2,0,3,384,yes
1045,house,1300,3,2,1,1,0,0,0,0,'w/d hookups','attached garage',0.803846,2,0,5,111,yes
1175,apartment,1447,3,2,1,1,0,0,0,0,'w/d in unit','detached garage',0.812025,2,0,5,179,yes
706.833217,house,1786.715885,4,3,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.364719,0,0,5,150,no
579,apartment,375,0,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.544,2,0,1,206,yes
645,apartment,850,1,1,1,1,0,0,0,0,'w/d in unit',?,0.758824,2,0,2,392,yes
645,apartment,906,1,1,0,0,1,0,0,0,'w/d in unit',?,0.711921,0,0,2,241,yes
895,apartment,756,1,1,1,1,1,0,0,0,'laundry on site',carport,1.183862,2,0,2,133,yes
1350,apartment,952,2,2,1,1,1,0,0,0,'w/d in unit','street parking',1.418067,2,0,4,212,yes
1847.17037,house,1973.742241,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.946568,0,0,6,73,no
864,apartment,977,2,1,1,1,0,0,0,0,'w/d hookups','off-street parking',0.88434,2,0,3,185,yes
810,apartment,800,2,1,1,1,1,1,0,0,'laundry in bldg','off-street parking',1.0125,2,1,3,127,yes
550,apartment,750,2,1,1,1,0,0,0,0,'w/d in unit','off-street parking',0.733333,2,0,3,194,yes
1550,apartment,708,1,1,1,1,1,0,0,0,'w/d in unit',carport,2.189266,2,0,2,329,yes
1500,house,1450,3,1,0,0,0,0,0,1,'w/d in unit','attached garage',1.034483,0,0,4,53,yes
869.060273,house,1927.003674,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.420948,2,0,6,83,no
815,apartment,900,2,1,0,0,0,0,0,0,'w/d in unit','detached garage',0.905556,0,0,3,152,yes
840,apartment,851,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',0.987074,2,0,2,126,yes
1050,apartment,1096,3,1,1,1,1,0,0,0,'laundry on site',?,0.958029,2,0,4,78,yes
725,duplex,700,2,1,0,1,0,0,0,0,'w/d hookups','off-street parking',1.035714,1,0,3,87,yes
581.421101,house,2249.963056,4,3,0,0,1,0,0,0,'w/d hookups','attached garage',0.260173,0,0,7,125,no
1120,apartment,843,2,1,0,0,1,0,0,0,?,?,1.328588,0,0,3,297,yes
550,apartment,550,1,1,1,0,0,0,0,0,'laundry in bldg',carport,1,1,0,2,145,yes
3300,apartment,751,1,1,1,1,0,0,0,0,'w/d in unit','attached garage',4.394141,2,0,2,321,yes
510,apartment,300,1,1,0,0,1,0,0,1,'laundry in bldg','off-street parking',1.7,0,0,2,124,yes
925.046688,house,1994.986393,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.459158,2,0,6,81,no
2514.024104,house,2034.201084,4,2,0,0,0,0,0,0,'w/d in unit','attached garage',1.235856,1,0,6,56,no
1703,apartment,710,1,1,1,1,1,0,0,0,'w/d in unit','detached garage',2.398592,2,0,2,78,yes
1695,apartment,1174,2,2,1,1,0,0,0,0,'w/d in unit',carport,1.443782,2,0,4,277,yes
2500,house,2514.74337,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.983074,0,0,6,176,no
625,apartment,500,2,1,0,0,1,0,0,0,'no laundry on site','off-street parking',1.25,0,0,3,59,yes
745,apartment,877,3,1,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.849487,0,0,4,113,yes
935,duplex,1225,3,2,1,1,0,0,0,0,'w/d in unit','attached garage',0.763265,2,0,5,28,yes
898,apartment,972,2,2,1,1,1,0,0,0,?,'off-street parking',0.923868,2,0,4,409,yes
1255,apartment,460,1,1,1,1,1,0,0,0,?,?,2.728261,2,0,2,99,yes
865,apartment,1344,3,2,0,0,1,0,0,0,?,?,0.643601,0,0,5,171,yes
1117.450891,apartment,860,2,1,0,0,0,0,0,0,'laundry on site',carport,1.299362,0,0,3,130,yes
675.693252,apartment,1829.746925,4,2,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.36764,1,0,6,145,no
1302,apartment,1161,2,2,0,0,1,0,0,0,?,?,1.121447,0,0,4,291,yes
1095,apartment,1010,2,2,1,1,0,0,0,0,'w/d hookups',carport,1.084158,2,0,4,170,yes
1350,apartment,2046,4,2,0,0,1,0,0,0,?,?,0.659824,0,0,6,1020,no
1488,apartment,856,2,2,1,1,0,1,0,0,'laundry in bldg',carport,1.738318,2,1,4,146,yes
660,apartment,625,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.056,2,0,2,149,yes
1025,apartment,1406,3,2,1,1,0,1,0,0,'laundry in bldg','off-street parking',0.729018,2,1,5,101,yes
700,apartment,480.263805,3,2,0,0,0,0,0,0,'w/d in unit','off-street parking',1.457532,0,0,5,69,yes
890.694067,house,1865.429399,4,1,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.475999,0,0,5,224,no
1300,apartment,1050,3,1,1,1,0,0,0,0,'laundry on site','off-street parking',1.238095,2,0,4,144,yes
1480,apartment,801,2,1,0,0,1,0,0,0,?,?,1.84769,0,0,3,115,yes
2450,apartment,500,0,1,1,1,0,0,0,0,'w/d in unit','off-street parking',4.9,2,0,1,49,yes
1049,apartment,1227,2,1,1,1,1,1,0,0,'laundry in bldg','off-street parking',0.854931,2,1,3,353,yes
1025,apartment,1197.435837,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.860738,2,0,6,43,no
725,apartment,550,1,1,1,1,1,0,0,0,'laundry on site',?,1.318182,2,0,2,81,yes
815,apartment,900,2,1,0,0,0,0,0,0,'w/d in unit','detached garage',0.905556,0,0,3,152,yes
1425,apartment,1136,3,2,1,1,1,1,0,0,'w/d hookups','attached garage',1.254401,2,1,5,239,yes
1475,apartment,1166,2,2,1,1,0,0,0,0,'w/d in unit',carport,1.265009,2,0,4,72,yes
799,apartment,705,1,1,1,1,1,0,0,0,'w/d hookups','off-street parking',1.133333,2,0,2,169,yes
1024.985036,apartment,1256,4,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.812766,2,0,6,296,no
1820,apartment,557,1,1,1,1,0,1,0,0,'laundry in bldg',carport,3.267504,2,1,2,250,yes
865,apartment,1073,2,2,0,0,1,0,0,0,?,?,0.806151,0,0,4,69,yes
700,house,1900,3,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.368421,2,0,5,24,yes
1907,apartment,860,2,2,1,1,1,1,0,0,'w/d in unit',?,2.217442,2,1,4,322,yes
1399,apartment,740,1,1,1,1,0,0,0,0,'w/d in unit',carport,1.890541,2,0,2,162,yes
850,duplex,1014,2,2,0,0,0,0,0,0,'w/d in unit','off-street parking',0.838264,0,0,4,122,yes
1639,apartment,736,2,2,0,0,1,0,0,0,?,?,2.226902,0,0,4,61,yes
820,apartment,770,2,1,0,0,1,0,0,0,'laundry on site',carport,1.064935,0,0,3,110,yes
800,house,1533,4,1,0,0,1,0,0,0,?,?,0.521853,0,0,5,37,no
2272,apartment,1277,3,2,1,1,1,0,0,0,'w/d in unit','detached garage',1.77917,2,0,5,175,yes
729,apartment,830,2,1,1,1,1,0,0,0,'laundry on site',carport,0.878313,2,0,3,137,yes
1695,house,1607,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.05476,0,0,6,58,no
775,apartment,945,2,2,1,1,1,0,0,0,?,?,0.820106,2,0,4,171,yes
975,apartment,1009,2,1,1,1,1,0,0,0,'laundry on site','off-street parking',0.966303,2,0,3,123,yes
1925,apartment,820,1,1,1,1,1,0,0,0,'w/d in unit','attached garage',2.347561,2,0,2,207,yes
1353,apartment,1407,3,3,1,1,1,0,0,0,'w/d in unit',?,0.96162,2,0,6,330,yes
1301.763486,house,2500.018024,4,1,0,0,0,0,0,0,'w/d in unit','attached garage',0.527114,0,0,5,139,no
2300,apartment,1446.324408,4,2,1,1,1,1,0,1,'w/d in unit','off-street parking',1.602091,1,0,6,241,no
1045,apartment,1198,4,2,1,1,1,1,0,0,'w/d hookups','off-street parking',0.872287,2,1,6,107,no
645,apartment,850,1,1,1,1,0,0,0,0,'w/d in unit',?,0.758824,2,0,2,408,yes
1213.091589,house,2493.092099,4,2,0,0,1,0,0,0,'w/d in unit','attached garage',0.495706,1,0,6,162,no
529,manufactured,980,3,2,1,1,1,0,0,0,'w/d hookups','street parking',0.539796,2,0,5,93,yes
1594.45576,house,1814.33906,4,2,1,1,1,0,0,0,'w/d hookups','off-street parking',0.876917,2,0,6,188,no
2170,apartment,947,2,1,1,1,1,0,0,0,'w/d in unit',?,2.291447,2,0,3,216,yes
965,apartment,1050,2,2,1,1,1,0,0,0,'w/d in unit','off-street parking',0.919048,2,0,4,169,yes
922,apartment,754,1,0,1,1,1,0,0,0,'w/d in unit',carport,1.222812,2,0,1,355,yes
3125,apartment,948,2,2,1,1,0,1,0,0,'w/d in unit',?,3.296414,2,1,4,517,yes
750,in-law,650,2,1,0,0,0,0,0,0,'no laundry on site','off-street parking',1.153846,0,0,3,149,yes
920,apartment,960,2,2,0,0,0,0,0,0,'w/d in unit','detached garage',0.958333,0,0,4,121,yes
893,apartment,970,3,2,0,0,1,0,0,0,'laundry on site',carport,0.920619,0,0,5,44,yes
1175,apartment,500,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',2.35,0,0,2,127,yes
1500,condo,900,1,1,0,0,0,0,0,1,'w/d in unit','attached garage',1.666667,0,0,2,54,yes
939,apartment,960,2,2,1,1,1,0,0,0,'laundry on site',?,0.978125,2,0,4,177,yes
850,house,856,2,1,0,1,0,0,0,0,'w/d hookups','off-street parking',0.992991,1,0,3,312,yes
2656.713764,house,3300.111829,4,3,0,0,0,0,0,0,'w/d in unit','attached garage',0.788173,0,0,7,124,no
799,apartment,1050,2,1,1,1,1,0,0,0,?,?,0.760952,2,0,3,192,yes
1500,house,1650,4,2,0,0,0,0,0,0,'w/d hookups',?,0.909091,0,0,6,185,no
1510,apartment,1122,2,2,1,1,1,0,0,0,'w/d in unit','detached garage',1.345811,2,0,4,236,yes
945,apartment,685,2,1,1,0,1,0,0,0,'laundry in bldg',?,1.379562,1,0,3,401,yes
1150,apartment,750,1,1,0,0,0,0,0,0,'laundry on site',carport,1.533333,0,0,2,157,yes
1825,apartment,1050,2,2,1,1,1,0,0,0,'laundry on site',carport,1.738095,2,0,4,218,yes
1498.345727,house,2512.682368,4,2,0,0,0,0,0,0,'w/d in unit','attached garage',0.553658,0,0,6,43,no
2528.705462,house,2465.158085,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',1.057727,1,0,6,774,no
950,apartment,960,3,1,0,0,0,0,0,0,'w/d in unit','detached garage',0.989583,0,0,4,39,yes
1360,apartment,768,1,1,1,1,0,0,0,0,'w/d in unit','off-street parking',1.770833,2,0,2,299,yes
1125,apartment,795,2,1,1,1,1,0,0,0,'laundry on site',?,1.415094,2,0,3,339,yes
1350,house,1726,3,2,1,1,0,1,0,0,'w/d in unit','attached garage',0.782155,2,1,5,72,yes
1725,apartment,1710,4,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.008772,2,0,6,175,no
1368.091188,house,2409.970685,4,2,0,0,0,0,0,0,'w/d in unit','attached garage',0.564434,0,0,6,91,no
982.370032,house,2046.259578,4,2,1,1,1,0,0,0,'laundry in bldg','off-street parking',0.484858,0,0,6,47,no
1090.929167,apartment,778,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.402223,2,0,2,67,yes
2245,townhouse,1675,4,2,1,1,0,0,0,0,'w/d in unit','attached garage',1.340299,2,0,6,144,no
995,townhouse,1200,3,2,1,1,0,0,0,0,'w/d hookups',carport,0.829167,2,0,5,88,yes
695,apartment,686,1,1,1,1,0,0,0,0,'w/d hookups','street parking',1.01312,2,0,2,153,yes
855,apartment,960,2,2,1,1,1,0,0,0,?,?,0.890625,2,0,4,170,yes
550,apartment,500,1,1,1,1,1,0,0,0,'laundry on site',?,1.1,2,0,2,200,yes
1750,apartment,917,2,1,1,1,1,0,0,0,'w/d in unit','off-street parking',1.908397,2,0,3,367,yes
1536,apartment,1205,3,2,1,1,1,0,0,0,?,?,1.274689,2,0,5,344,yes
850,apartment,1269,3,2,0,0,1,0,0,0,?,?,0.669819,0,0,5,149,yes
1050,duplex,964,2,1,0,0,1,0,0,0,'w/d hookups',carport,1.089212,0,0,3,153,yes
2195.862372,house,2474.457217,4,3,1,1,1,0,0,0,'w/d hookups','attached garage',0.862897,2,0,7,247,no
1095,apartment,1124,2,2,1,1,0,1,0,0,'w/d in unit',carport,0.974199,2,1,4,190,yes
589,apartment,820,2,1,1,1,1,0,0,0,'laundry on site',?,0.718293,2,0,3,52,yes
1150,apartment,1163,3,2,1,1,0,0,0,0,'w/d in unit','detached garage',0.988822,2,0,5,156,yes
1215,apartment,1089,3,3,1,1,0,1,0,1,'w/d in unit',carport,1.115702,2,1,6,217,yes
1250,house,1600,4,2,1,1,0,0,0,0,'w/d hookups','off-street parking',0.78125,2,0,6,119,no
932,apartment,1160,3,2,1,1,1,1,0,0,'w/d in unit','off-street parking',0.803448,2,1,5,411,yes
2267.640614,house,2200,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',1.028007,0,0,6,7,no
1809,apartment,690,1,1,1,1,1,1,0,0,'w/d in unit',?,2.621739,2,1,2,323,yes
1205,apartment,1254,3,2,0,0,1,0,0,0,'w/d hookups','detached garage',0.960925,0,0,5,218,yes
4750,townhouse,2000,3,3,1,1,0,0,0,1,'w/d in unit',?,2.375,2,0,6,178,yes
860,apartment,790,1,1,1,1,1,0,0,0,'laundry on site','off-street parking',1.088608,2,0,2,386,yes
2170,apartment,1108,2,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.958484,2,0,4,284,yes
1095,apartment,825,2,1,0,0,0,0,0,0,'laundry on site',carport,1.327273,0,0,3,136,yes
1366.048182,house,1856.761139,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.738829,1,0,6,70,no
2950,loft,991,1,1,1,1,1,1,1,0,'w/d in unit','valet parking',2.976791,2,2,2,321,yes
1210.895641,house,1793.404704,4,2,0,0,1,0,0,0,'laundry in bldg','off-street parking',0.665665,0,0,6,57,no
1500,apartment,1010,2,2,0,0,1,0,0,0,'w/d in unit','street parking',1.485149,0,0,4,203,yes
1937.6026,house,2249.383956,4,2,1,1,1,0,0,0,'w/d hookups','attached garage',0.851827,2,0,6,52,no
1899,apartment,971,2,2,0,0,1,0,0,0,?,?,1.955716,0,0,4,203,yes
2595,apartment,674,0,1,1,1,1,0,0,0,'w/d in unit',?,3.850148,2,0,1,400,yes
1725,apartment,1710,4,2,1,1,0,0,0,0,'w/d in unit','detached garage',1.008772,2,0,6,175,no
1693,apartment,850,2,2,1,1,1,0,0,0,'laundry on site',?,1.991765,2,0,4,180,yes
1435,apartment,950,2,2,1,1,0,0,0,0,'w/d in unit',carport,1.510526,2,0,4,279,yes
1200,apartment,576,1,1,0,0,1,0,0,0,'laundry on site','off-street parking',2.083333,0,0,2,125,yes
648,apartment,1100,3,2,0,0,1,0,0,0,'w/d hookups','street parking',0.589091,0,0,5,170,yes
1400,house,1100,3,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.272727,0,0,5,62,yes
759,apartment,804,1,1,1,1,0,1,0,0,'w/d in unit','detached garage',0.94403,2,1,2,93,yes
1800,townhouse,1624,4,3,0,0,0,0,0,0,'w/d in unit','attached garage',1.108374,0,0,7,70,no
849,apartment,620,1,1,1,1,1,0,0,0,'w/d hookups',?,1.369355,2,0,2,117,yes
2025,apartment,720,2,1,1,1,0,0,0,0,'laundry on site',carport,2.8125,2,0,3,285,yes
2984.862782,townhouse,1728.814594,4,3,0,1,1,0,0,0,'w/d in unit','attached garage',1.735451,1,0,7,170,no
820,apartment,470,1,1,1,1,1,0,0,0,'laundry on site',?,1.744681,2,0,2,259,yes
1975,apartment,923,2,1,0,0,1,0,0,0,?,?,2.139762,0,0,3,103,yes
1800,house,3000,5,3,0,0,1,0,0,0,?,?,0.6,0,0,8,40,no
1695,house,1607,4,2,0,0,1,0,0,0,'w/d hookups','attached garage',1.05476,0,0,6,64,no
1375.412491,house,1555.793725,4,2,0,0,0,0,0,0,'w/d hookups','attached garage',0.894152,1,0,6,115,no
1320,apartment,932,2,2,0,0,1,0,0,0,'w/d in unit',?,1.416309,0,0,4,248,yes
899,apartment,1250,3,2,1,1,1,0,0,0,?,?,0.7192,2,0,5,197,yes
