@relation 'housing_train-weka.filters.unsupervised.attribute.Remove-R1-2,16-weka.filters.unsupervised.attribute.NominalToBinary-R6-11-weka.filters.unsupervised.attribute.NumericToBinary-R6-11-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R4,5,15,16,17,18-Cjava.lang.Math-Mfloor-weka.filters.supervised.instance.SpreadSubsample-M3.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1-3,12-14'

@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed {0,1}
@attribute dogs_allowed {0,1}
@attribute smoking_allowed {0,1}
@attribute wheelchair_access {0,1}
@attribute electric_vehicle_charge {0,1}
@attribute comes_furnished {0,1}
@attribute pet_friendly_score numeric
@attribute accessibility_score numeric
@attribute total_rooms numeric
@attribute description numeric
@attribute demand {yes,no}

@data
3,1,1,1,1,0,0,0,2,0,4,261,yes
1,1,1,1,1,0,0,0,2,0,2,238,yes
2,2,1,1,1,0,0,0,2,0,4,266,yes
0,1,1,1,1,0,0,0,2,0,1,164,yes
5,3,0,0,1,0,0,0,0,0,9,811,no
2,1,0,0,1,0,0,0,0,0,3,153,yes
1,1,1,1,1,0,0,0,2,0,2,264,yes
4,2,1,1,1,0,0,0,1,0,6,137,no
2,1,1,1,1,0,0,0,2,0,3,207,yes
4,1,1,0,0,0,0,0,1,0,5,158,no
4,1,1,0,1,0,0,0,1,0,6,32,no
4,3,0,0,1,0,0,0,0,0,7,106,no
4,2,0,1,1,0,0,0,2,0,6,37,no
2,1,0,0,0,0,0,0,0,0,3,152,yes
1,1,0,0,1,0,0,0,0,0,2,290,yes
2,2,1,1,0,0,0,0,2,0,4,216,yes
3,2,1,1,1,1,0,0,2,1,5,59,yes
4,3,0,0,0,0,0,0,0,0,7,118,no
2,2,1,1,1,0,0,0,2,0,4,94,yes
2,1,1,1,1,0,0,0,2,0,3,192,yes
4,2,1,1,1,0,0,0,2,0,6,34,no
0,1,0,0,1,0,0,0,0,0,1,110,yes
0,1,0,0,0,0,0,0,0,0,1,125,yes
1,1,0,0,1,0,0,0,0,0,2,122,yes
2,2,1,1,1,0,0,0,2,0,4,232,yes
4,2,1,1,1,0,0,0,1,0,7,38,no
1,1,0,0,0,0,0,0,0,0,2,55,yes
2,2,0,0,1,0,0,0,0,0,4,344,yes
2,2,0,0,0,0,0,0,0,0,4,105,yes
4,2,0,0,1,0,0,0,1,0,6,172,no
2,2,1,1,1,0,0,0,2,0,4,349,yes
2,1,1,1,1,0,0,0,2,0,3,254,yes
4,2,0,0,1,0,0,0,0,0,6,58,no
3,2,1,1,1,1,0,0,2,1,5,60,yes
1,1,0,0,1,0,0,0,0,0,2,69,yes
1,1,1,1,0,1,0,0,2,1,2,305,yes
2,2,1,1,1,0,0,0,2,0,4,468,yes
4,2,0,0,1,0,0,0,0,0,6,152,no
4,2,1,1,1,1,0,0,2,1,6,107,no
1,1,1,1,1,1,0,0,2,1,2,162,yes
1,1,1,1,0,1,0,0,2,1,2,23,yes
1,1,1,1,0,1,0,0,2,1,2,196,yes
4,1,1,1,1,0,0,0,0,0,5,160,no
4,2,1,1,1,0,0,0,1,0,6,36,no
2,2,1,1,1,0,0,0,2,0,4,326,yes
3,2,1,1,1,0,0,0,2,0,5,205,yes
3,1,1,0,1,0,0,0,1,0,4,91,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
1,1,1,1,0,1,0,0,2,1,2,74,yes
4,2,0,0,1,0,0,0,0,0,6,103,no
1,1,1,1,1,1,0,0,2,1,2,51,yes
1,1,0,0,1,0,0,0,0,0,2,323,yes
1,1,0,0,1,0,0,0,0,0,2,67,yes
2,2,0,0,1,0,0,0,0,0,4,113,yes
4,2,0,0,1,0,0,0,0,0,6,58,no
2,2,1,1,0,1,1,0,2,2,4,254,yes
2,2,1,1,1,0,0,0,2,0,4,287,yes
1,1,1,1,1,0,1,0,2,1,2,308,yes
4,2,0,0,1,0,0,1,0,0,6,304,no
2,2,1,1,1,0,0,0,2,0,4,111,yes
4,2,0,0,1,0,0,0,1,1,7,151,no
2,1,1,1,1,0,0,0,2,0,3,262,yes
0,1,1,1,1,0,0,0,2,0,1,282,yes
1,1,1,1,1,0,0,0,2,0,2,79,yes
4,1,1,1,1,0,0,0,2,0,6,31,no
2,1,1,1,0,0,0,0,2,0,3,83,yes
4,2,0,0,0,0,0,0,0,0,6,28,no
2,2,1,1,0,1,0,1,2,1,4,197,yes
4,1,1,1,1,0,0,0,1,0,6,33,no
4,2,0,0,1,0,0,0,0,0,6,72,no
4,3,0,0,0,0,0,0,0,0,7,57,no
1,1,1,1,1,0,0,0,2,0,2,117,yes
3,2,1,1,1,0,0,0,2,0,5,193,yes
3,2,1,1,1,0,0,0,2,0,5,170,yes
4,2,1,1,1,0,0,0,1,0,6,31,no
3,2,1,1,0,0,0,0,2,0,5,218,yes
2,1,1,1,0,0,0,0,2,0,3,142,yes
4,2,1,1,1,0,0,0,1,0,6,182,no
1,1,1,1,0,0,0,0,2,0,2,161,yes
2,1,1,1,1,0,0,0,2,0,3,226,yes
4,2,0,0,1,0,0,0,0,0,6,59,no
3,2,1,1,1,0,0,0,2,0,5,192,yes
2,2,1,1,1,0,0,0,2,0,4,81,yes
4,1,1,1,0,0,0,0,1,0,5,123,no
3,2,0,0,1,0,0,0,0,0,5,44,yes
1,1,1,0,1,0,0,0,1,0,2,229,yes
4,2,1,1,0,1,0,0,2,1,6,84,no
4,2,0,0,1,0,0,0,1,0,6,111,no
2,2,1,1,1,0,0,0,2,0,4,131,yes
2,2,1,1,1,0,0,0,2,0,4,253,yes
1,1,0,0,1,0,0,0,0,0,2,152,yes
2,2,1,1,1,0,0,0,2,0,4,297,yes
3,2,1,1,0,1,0,0,2,1,5,116,yes
1,1,1,1,0,0,0,0,2,0,2,177,yes
3,2,0,0,1,0,0,0,0,0,5,244,yes
4,3,0,0,0,0,0,0,0,0,7,237,no
2,2,1,1,1,0,0,0,2,0,4,207,yes
1,1,1,1,1,1,0,0,2,1,2,180,yes
4,2,1,1,0,0,0,0,2,0,6,144,no
4,2,0,0,1,0,0,0,0,0,6,98,no
2,2,1,1,1,0,0,0,2,0,4,127,yes
4,2,0,0,1,0,0,0,1,0,6,43,no
3,2,0,0,0,0,0,0,0,0,5,60,yes
4,2,1,1,1,0,0,0,0,0,6,84,no
4,2,0,0,1,0,0,0,1,0,6,52,no
4,2,0,0,0,0,0,0,0,0,6,159,no
2,2,1,1,1,0,0,0,2,0,4,1211,yes
2,1,1,1,0,0,0,0,2,0,3,65,yes
4,3,0,0,1,0,0,0,0,0,6,175,no
2,2,0,0,1,0,0,0,0,0,4,172,yes
2,2,0,0,1,0,0,0,0,0,4,111,yes
2,2,1,1,1,0,0,0,2,0,4,197,yes
2,1,0,0,1,0,0,0,0,0,3,22,yes
3,2,1,1,1,0,0,0,2,0,5,129,yes
4,2,0,1,1,0,0,0,1,0,6,41,no
4,2,1,1,1,0,0,0,2,0,6,186,no
2,2,1,1,0,0,0,0,2,0,4,223,yes
1,1,1,1,1,1,0,0,2,1,2,319,yes
2,1,1,1,1,0,0,0,2,0,3,336,yes
4,2,0,0,0,0,0,0,0,0,7,76,no
4,2,1,1,1,0,0,0,2,0,6,409,no
2,1,1,1,0,0,0,0,2,0,3,79,yes
3,2,1,1,1,0,0,0,2,0,5,107,yes
3,3,0,0,1,0,0,0,0,0,6,27,yes
1,1,1,1,1,0,0,0,2,0,2,269,yes
1,1,1,1,0,0,0,0,2,0,2,174,yes
2,1,0,0,0,0,0,0,0,0,3,144,yes
1,1,1,1,1,0,0,0,2,0,2,81,yes
5,3,0,0,1,0,0,0,0,0,9,813,no
1,1,1,1,1,0,0,0,2,0,2,308,yes
2,1,1,1,1,0,0,0,2,0,3,217,yes
1,1,1,1,1,0,0,0,2,0,2,67,yes
1,1,0,0,1,0,0,0,0,0,2,125,yes
2,2,0,0,1,0,0,0,0,0,4,263,yes
1,1,1,1,1,0,0,0,2,0,2,157,yes
3,2,1,1,1,0,0,0,2,0,5,205,yes
4,2,0,0,1,0,0,0,0,0,6,58,no
2,1,1,1,0,0,0,0,2,0,3,135,yes
4,2,1,1,0,0,0,0,2,0,7,132,no
4,3,0,0,0,0,0,0,0,0,7,368,no
1,1,0,0,1,0,0,0,0,0,2,361,yes
2,1,1,1,1,0,0,0,2,0,3,143,yes
3,2,1,1,1,1,0,0,2,1,5,232,yes
4,1,1,1,1,0,0,0,0,0,5,146,no
3,2,0,0,1,0,0,0,0,0,5,61,yes
4,1,0,0,1,0,0,0,0,0,5,53,no
2,2,0,0,1,0,0,0,0,0,4,213,yes
2,2,1,1,1,0,0,0,2,0,4,170,yes
4,2,1,1,1,0,0,0,2,0,6,150,no
1,1,1,1,1,0,0,0,2,0,2,125,yes
2,1,1,1,1,0,0,0,2,0,3,96,yes
1,1,0,0,1,0,0,0,0,0,2,173,yes
4,2,0,0,1,0,0,0,0,0,6,82,no
2,2,1,1,1,0,0,0,2,0,4,119,yes
2,1,1,1,1,0,0,0,2,0,3,304,yes
4,1,0,0,0,0,0,0,1,0,5,114,no
2,2,1,1,1,0,0,0,2,0,4,208,yes
4,1,0,0,1,0,0,0,1,0,5,120,no
2,1,1,1,1,0,0,0,2,0,3,332,yes
4,3,0,0,1,0,0,0,0,0,7,345,no
1,1,0,0,1,0,0,0,0,0,2,234,yes
1,1,1,1,1,0,0,0,2,0,2,142,yes
1,1,0,0,1,0,0,0,0,0,2,241,yes
3,0,1,1,1,0,0,0,2,0,3,223,yes
4,2,0,0,0,0,0,0,1,0,6,72,no
4,2,1,1,0,0,0,0,2,0,6,175,no
4,2,1,1,1,0,0,0,1,0,6,63,no
4,2,0,0,1,0,0,0,0,0,6,60,no
2,2,1,1,0,1,0,0,2,1,4,31,yes
2,2,1,1,1,0,0,0,2,0,4,225,yes
1,1,1,1,1,0,0,0,2,0,2,270,yes
4,2,1,1,1,0,0,0,2,0,6,20,no
3,2,0,0,1,0,0,0,0,0,5,70,yes
0,1,0,0,1,1,0,0,0,1,1,126,yes
4,0,0,0,0,0,0,0,1,0,4,85,no
1,1,0,0,1,0,0,0,0,0,2,125,yes
2,2,1,1,1,0,0,0,2,0,4,298,yes
2,1,1,1,0,0,0,0,2,0,3,220,yes
2,2,1,1,1,0,0,0,2,0,4,115,yes
4,2,1,1,1,0,0,0,1,0,6,77,no
2,2,1,1,1,0,0,0,2,0,4,327,yes
2,2,1,1,0,1,1,0,2,2,4,191,yes
2,2,0,1,0,0,0,0,1,0,4,42,yes
1,1,0,0,1,0,0,0,0,0,2,67,yes
1,1,1,1,1,0,0,0,2,0,2,147,yes
2,1,0,0,0,0,0,0,0,0,3,27,yes
0,1,0,0,0,0,0,0,0,0,1,142,yes
2,2,0,0,0,0,0,0,0,0,4,121,yes
2,1,1,1,1,0,0,0,2,0,3,288,yes
2,1,1,1,1,0,0,0,2,0,3,383,yes
4,3,0,0,1,0,0,0,0,0,7,93,no
3,2,0,0,0,0,0,0,0,0,5,391,yes
1,1,0,0,1,0,0,1,0,0,2,123,yes
4,3,0,0,1,0,0,0,0,0,7,112,no
3,2,1,1,1,0,0,0,2,0,5,196,yes
2,1,0,0,0,0,0,0,0,0,3,152,yes
1,1,0,0,1,0,0,0,0,0,2,232,yes
2,2,0,0,1,0,0,0,0,0,4,367,yes
0,1,1,1,1,0,0,0,2,0,1,223,yes
4,2,0,1,1,0,0,0,0,0,6,45,no
1,1,1,1,1,0,0,0,2,0,2,330,yes
4,2,0,0,1,0,0,0,0,0,6,102,no
3,2,1,1,1,0,0,0,2,0,5,79,yes
1,1,0,0,1,0,0,0,0,0,2,203,yes
1,1,0,0,0,1,1,1,0,2,2,180,yes
1,1,1,1,1,0,0,0,2,0,2,190,yes
2,2,1,1,1,0,0,0,2,0,4,175,yes
3,2,1,1,0,1,0,0,2,1,5,106,yes
2,1,1,1,0,0,0,0,2,0,3,368,yes
2,1,0,0,1,0,0,0,0,0,3,59,yes
2,2,1,1,1,0,0,0,2,0,4,95,yes
4,3,0,0,1,0,0,0,0,0,8,151,no
3,2,0,0,0,0,0,0,0,0,5,229,yes
4,2,1,1,1,0,0,0,2,0,6,407,no
2,0,1,1,1,0,0,0,2,0,2,254,yes
1,1,1,1,1,0,0,0,2,0,2,314,yes
2,2,1,1,1,0,0,0,2,0,4,171,yes
2,1,1,1,1,0,0,0,2,0,3,152,yes
2,2,1,1,0,0,1,0,2,1,4,146,yes
4,1,0,0,1,0,0,0,0,0,5,161,no
4,2,0,0,1,0,0,0,0,0,6,150,no
2,1,1,1,1,0,0,0,2,0,3,135,yes
1,1,1,1,1,0,0,0,2,0,2,49,yes
3,2,1,1,0,0,0,0,2,0,5,140,yes
2,2,1,1,1,0,0,0,2,0,4,107,yes
4,2,0,1,1,0,0,0,0,0,7,113,no
3,2,1,1,0,0,0,0,2,0,5,156,yes
2,2,0,0,1,0,0,0,0,0,4,77,yes
2,2,1,1,1,0,0,0,2,0,4,123,yes
1,1,1,0,1,0,0,0,1,0,2,228,yes
4,2,1,1,1,0,0,0,2,0,6,349,no
4,2,1,1,1,0,0,0,1,1,6,60,no
2,1,1,1,1,0,0,0,2,0,3,324,yes
4,2,0,0,0,0,0,0,0,0,6,298,no
1,1,1,1,0,1,0,1,2,1,2,225,yes
3,3,0,1,1,0,0,0,1,0,6,32,yes
1,1,1,1,1,1,0,0,2,1,2,294,yes
2,2,1,1,1,0,0,0,2,0,4,256,yes
3,2,1,1,1,0,0,0,2,0,5,231,yes
1,1,1,1,1,0,0,0,2,0,2,326,yes
2,2,1,1,0,0,0,0,2,0,4,174,yes
2,2,1,1,0,0,0,0,2,0,4,349,yes
2,2,0,0,0,0,0,0,0,0,4,303,yes
4,1,1,0,1,0,0,0,1,0,6,36,no
1,1,1,1,1,0,0,0,2,0,2,252,yes
1,1,0,0,0,0,0,0,0,0,2,86,yes
2,2,1,1,1,0,0,0,2,0,4,253,yes
3,2,1,1,1,1,0,0,2,1,5,109,yes
2,2,0,0,1,0,0,0,0,0,4,69,yes
1,1,1,1,1,0,0,0,2,0,2,432,yes
2,2,1,1,0,0,0,0,2,0,4,56,yes
1,1,0,0,1,0,0,0,0,0,2,120,yes
1,0,1,1,1,0,0,0,2,0,1,361,yes
1,2,1,1,0,0,0,1,2,0,2,246,no
2,2,0,0,1,0,0,0,0,0,4,62,yes
4,2,1,1,1,0,0,0,2,0,6,49,no
1,1,1,1,1,0,0,0,2,0,2,122,yes
3,1,1,1,1,0,0,0,2,0,4,351,yes
4,2,0,1,1,0,0,0,1,0,6,124,no
4,2,0,0,0,0,0,0,1,0,6,55,no
2,2,0,0,1,0,0,0,0,0,4,132,yes
1,1,1,1,0,0,0,0,2,0,2,120,yes
4,2,0,0,0,0,0,0,0,0,6,129,no
4,2,1,1,1,0,0,0,1,0,6,48,no
2,1,0,0,1,0,0,0,0,0,3,81,yes
2,2,0,0,0,0,0,0,0,0,4,121,yes
2,2,1,1,1,0,0,0,2,0,4,175,yes
3,1,0,0,0,0,0,0,0,0,4,80,yes
3,2,0,0,1,0,0,0,0,0,5,175,yes
4,2,0,0,1,0,0,0,0,0,6,104,no
2,2,1,1,0,0,0,0,2,0,4,144,yes
2,2,1,1,1,0,0,0,2,0,4,279,yes
2,2,1,0,1,0,0,1,1,0,4,352,yes
1,1,0,0,1,0,0,0,0,0,2,295,yes
4,2,0,1,0,0,0,0,0,0,6,88,no
4,2,1,1,1,0,0,0,2,0,7,247,no
1,1,0,0,0,0,0,0,0,0,2,193,yes
2,1,0,0,1,0,0,0,0,0,3,88,yes
2,2,1,1,1,0,0,0,2,0,4,117,yes
1,1,1,1,1,0,0,0,2,0,2,247,yes
4,3,0,0,0,0,0,0,0,0,7,12,no
3,2,1,1,0,0,0,0,2,0,5,66,yes
4,2,0,0,1,0,0,1,0,0,6,239,no
2,1,1,1,1,0,0,0,2,0,3,245,yes
3,2,1,1,1,1,0,0,2,1,5,86,yes
5,3,1,1,1,1,0,0,2,1,8,69,yes
1,1,0,0,1,0,0,0,0,0,2,220,yes
3,3,1,1,0,1,0,1,2,1,6,461,yes
1,1,1,1,1,0,0,0,2,0,2,87,yes
2,1,0,0,1,0,0,0,0,0,3,81,yes
2,2,1,1,1,0,0,0,2,0,4,58,yes
2,2,1,1,1,0,0,0,2,0,4,174,yes
1,1,1,1,0,0,0,0,2,0,2,157,yes
3,2,1,1,1,0,0,0,2,0,5,265,yes
4,2,0,0,1,0,0,0,0,0,6,12,no
1,1,1,1,1,0,0,0,2,0,2,157,yes
1,1,0,0,0,0,0,0,0,0,2,22,yes
4,2,0,0,0,0,0,0,0,0,6,98,no
1,1,0,0,1,0,0,0,0,0,2,211,yes
1,1,1,1,1,0,0,0,2,0,2,312,yes
3,2,1,1,0,1,0,0,2,1,5,112,yes
2,2,0,0,0,0,0,0,0,0,4,121,yes
4,2,0,0,1,0,0,0,0,0,6,147,no
4,1,1,1,0,0,0,0,1,0,5,61,no
4,3,1,1,1,0,0,0,2,0,7,108,no
3,2,1,1,0,0,0,0,2,0,5,172,yes
2,1,1,1,1,0,0,0,2,0,3,320,yes
0,1,0,0,0,0,1,1,0,1,1,56,yes
2,1,1,1,1,0,0,0,2,0,3,112,yes
2,2,1,1,1,0,0,1,2,0,4,58,yes
4,1,1,1,0,0,0,0,2,0,6,45,no
2,1,1,1,1,0,0,0,2,0,3,169,yes
0,1,1,1,1,0,0,0,2,0,1,31,yes
1,1,0,0,0,0,0,0,0,0,2,118,yes
3,2,1,1,1,0,0,0,2,0,5,108,yes
4,2,1,1,0,0,0,0,2,0,6,145,no
4,2,1,1,1,0,0,0,1,0,6,23,no
2,2,0,0,1,0,0,0,0,0,4,101,yes
4,2,0,0,1,0,0,0,0,0,6,56,no
2,2,1,1,0,0,0,0,2,0,4,355,yes
1,1,1,0,1,0,0,0,1,0,2,290,yes
3,0,1,1,1,0,0,0,2,0,3,254,yes
4,4,1,1,0,1,0,1,2,1,8,461,no
4,2,1,1,1,0,0,0,2,0,6,183,no
1,1,1,1,0,0,0,0,2,0,2,169,yes
4,2,0,0,0,0,0,0,0,0,6,52,no
2,2,0,0,1,0,0,0,0,0,4,69,yes
4,2,0,0,1,0,0,0,0,0,6,58,no
5,2,0,0,1,0,0,0,0,0,7,196,yes
4,2,1,1,1,0,0,0,1,0,6,51,no
2,1,0,0,0,0,0,0,0,0,3,170,yes
3,2,1,1,1,0,0,0,2,0,5,393,yes
2,2,1,1,1,0,0,0,2,0,4,86,yes
4,2,0,0,1,0,0,0,0,0,7,186,no
2,1,1,1,1,0,0,0,2,0,3,166,yes
4,2,0,0,0,0,0,0,2,0,6,140,no
1,1,1,1,0,0,0,0,2,0,2,237,yes
4,1,0,0,1,0,0,0,0,0,5,90,no
1,1,1,1,1,0,0,1,2,0,2,56,yes
4,2,0,0,1,0,0,0,0,0,6,95,no
3,2,0,0,1,0,0,0,0,0,5,70,yes
3,2,1,1,0,0,0,0,2,0,5,146,yes
1,1,0,0,1,0,0,0,0,0,2,174,yes
1,1,0,0,1,0,0,0,0,0,2,210,yes
4,3,0,0,0,0,0,0,0,0,7,898,no
3,1,0,0,1,0,0,0,0,0,4,137,yes
1,1,1,1,1,0,0,0,2,0,2,169,yes
1,1,1,0,0,0,0,1,1,0,2,73,yes
3,2,1,1,1,0,0,0,2,0,5,219,yes
2,1,0,0,1,0,0,0,0,0,3,122,yes
2,2,1,1,1,0,1,0,2,1,4,230,yes
2,1,1,1,1,0,0,0,2,0,3,121,yes
1,1,1,1,1,1,1,0,2,2,2,334,yes
4,1,0,1,1,0,0,0,1,0,5,78,no
4,2,1,1,1,0,0,0,1,0,6,41,no
4,4,0,0,0,0,0,0,2,0,8,212,no
1,1,1,1,1,0,0,0,2,0,2,96,yes
3,2,1,1,1,0,0,0,2,0,5,103,yes
2,2,1,1,1,0,0,0,2,0,4,136,yes
1,1,1,1,1,0,0,0,2,0,2,243,yes
3,1,1,1,1,0,0,0,2,0,4,56,yes
1,1,1,1,0,0,1,0,2,1,2,155,yes
1,1,0,0,1,0,0,0,0,0,2,221,yes
4,2,0,0,0,0,0,0,0,0,6,59,no
2,1,1,1,1,0,0,0,2,0,3,429,yes
4,2,0,0,1,0,0,0,0,0,6,218,no
4,2,1,1,1,0,0,0,1,0,7,44,no
3,2,1,1,1,0,0,0,2,0,5,170,yes
2,2,1,1,1,0,0,0,2,0,4,95,yes
4,2,1,1,1,1,0,0,2,1,6,297,no
2,2,0,0,1,0,0,0,0,0,4,164,yes
1,1,1,0,1,0,0,0,1,0,2,29,yes
2,2,1,1,1,0,0,0,2,0,4,173,yes
1,1,1,1,1,1,0,1,2,1,2,287,yes
4,2,0,0,1,0,0,1,0,0,6,304,no
1,1,1,1,1,0,0,0,2,0,2,153,yes
1,0,0,0,1,0,0,1,0,0,1,199,yes
1,3,1,1,0,0,0,1,1,0,6,333,no
3,2,1,1,1,0,0,0,2,0,5,204,yes
2,2,1,1,0,0,0,0,2,0,4,314,yes
0,1,1,1,1,1,1,0,2,2,1,364,yes
2,1,1,1,1,0,0,0,2,0,3,79,yes
4,2,1,1,0,0,0,0,2,0,6,189,no
1,1,1,1,1,0,0,0,2,0,2,73,yes
4,2,0,0,0,0,0,0,0,0,8,406,no
2,2,1,1,1,0,0,0,2,0,4,97,yes
4,3,0,1,1,0,0,0,1,0,7,151,no
3,2,1,1,0,1,0,0,2,1,5,101,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
4,2,0,0,0,0,0,0,0,0,6,83,no
4,2,0,0,1,0,0,0,0,0,6,64,no
2,2,1,1,1,0,0,0,2,0,4,263,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
1,1,1,1,1,0,0,0,2,0,2,82,yes
4,2,0,0,1,0,0,0,0,0,6,54,no
1,1,1,1,1,0,0,0,2,0,2,409,yes
1,1,0,0,1,0,0,0,0,0,2,131,yes
1,1,1,1,1,0,0,0,2,0,2,254,yes
4,2,0,0,1,0,0,0,0,0,6,75,no
2,1,0,0,1,0,0,0,0,0,3,174,yes
2,1,1,1,1,0,0,0,2,0,3,204,yes
1,1,1,1,1,0,0,0,2,0,2,325,yes
2,2,1,1,0,0,0,0,2,0,4,400,yes
1,1,1,1,1,0,0,0,2,0,2,208,yes
4,2,1,1,1,0,0,0,2,0,6,185,no
4,1,0,0,1,0,0,0,1,0,5,59,no
3,2,1,1,1,0,0,0,2,0,5,390,yes
1,1,1,1,1,0,0,0,2,0,2,164,yes
2,2,1,1,1,0,0,0,2,0,4,192,yes
1,1,1,1,0,1,0,0,2,1,2,203,yes
2,2,1,1,1,0,0,0,2,0,4,226,yes
1,1,1,1,1,0,0,0,2,0,2,233,yes
2,2,1,1,1,0,0,0,2,0,4,131,yes
2,1,0,0,0,0,0,0,0,0,3,225,yes
1,1,1,1,1,0,0,0,2,0,2,252,yes
2,2,1,1,1,0,1,0,2,1,4,228,yes
1,1,1,1,1,0,0,0,2,0,2,346,yes
2,1,1,1,0,0,0,1,2,0,3,159,yes
2,2,1,1,1,0,0,0,2,0,4,191,yes
1,1,1,1,1,0,0,0,2,0,2,170,yes
3,2,1,1,0,1,0,0,2,1,5,73,yes
1,1,0,0,0,0,1,0,0,1,2,121,yes
2,2,1,1,1,0,0,0,2,0,4,117,yes
2,2,1,1,1,1,0,0,2,1,4,190,yes
3,2,1,1,0,0,0,0,2,0,5,157,yes
1,1,0,0,1,0,0,0,0,0,2,199,yes
3,2,1,1,1,0,0,0,2,0,5,123,yes
4,4,1,1,0,1,0,1,2,1,8,69,no
1,1,1,1,1,0,0,0,2,0,2,169,yes
1,1,1,1,0,0,0,0,2,0,2,69,yes
4,2,0,0,0,0,0,0,0,0,6,109,no
2,2,0,0,1,0,0,0,0,0,4,101,yes
1,1,0,0,1,0,0,0,0,0,2,180,yes
3,2,1,1,0,0,0,0,2,0,5,387,yes
2,2,0,0,1,0,0,0,0,0,4,156,yes
1,1,1,1,0,0,0,0,2,0,2,214,yes
1,1,0,0,1,0,0,0,0,0,2,144,yes
1,1,1,1,0,0,0,0,2,0,2,126,yes
4,2,1,1,0,0,0,0,2,0,6,175,yes
2,1,1,1,1,0,0,0,2,0,3,154,yes
2,2,1,1,0,0,1,0,2,1,4,254,yes
3,2,0,0,1,0,0,0,0,0,5,164,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
2,2,1,1,1,0,0,0,2,0,4,295,yes
2,2,1,1,1,0,0,0,2,0,4,177,yes
2,2,1,1,1,0,0,0,2,0,4,168,yes
2,1,1,1,1,0,0,0,2,0,3,181,yes
3,2,1,1,1,0,0,0,2,0,5,104,yes
2,1,1,1,1,0,0,0,2,0,3,122,yes
2,2,0,0,0,0,0,0,0,0,4,77,yes
1,1,0,0,0,0,0,0,0,0,2,24,yes
3,2,1,1,1,0,0,0,2,0,5,104,yes
2,2,1,1,1,0,0,0,2,0,4,101,yes
1,1,0,0,1,0,0,0,0,0,2,96,yes
2,2,1,1,1,0,0,0,2,0,4,168,yes
1,1,1,1,1,0,0,0,2,0,2,147,yes
3,2,1,1,1,0,0,0,2,0,5,181,yes
1,1,1,1,1,0,0,0,2,0,2,428,yes
4,1,0,0,1,0,0,0,0,0,5,86,no
4,1,0,0,1,0,0,0,0,0,5,99,no
1,1,0,0,1,0,0,0,0,0,2,10,yes
1,1,1,1,1,1,0,0,2,1,2,293,yes
4,2,1,1,1,0,0,0,2,0,6,407,no
3,2,1,1,0,0,0,0,2,0,5,210,yes
1,1,1,1,1,0,0,0,2,0,2,149,yes
2,1,0,0,0,0,0,0,0,0,3,143,yes
2,1,0,0,1,0,0,0,0,0,3,218,yes
1,1,0,0,1,0,0,0,0,0,2,104,yes
4,3,0,0,1,0,0,0,0,0,7,117,no
4,2,0,0,1,0,0,0,0,0,6,59,no
2,1,0,0,0,0,0,0,0,0,3,162,yes
0,1,1,1,0,0,0,0,2,0,1,116,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
4,3,0,0,0,0,0,0,0,0,7,131,no
1,1,1,1,0,0,0,0,2,0,2,366,yes
2,2,0,1,1,0,0,1,1,0,4,75,yes
1,1,1,1,1,0,0,0,2,0,2,225,yes
1,1,0,0,1,0,0,0,0,0,2,346,yes
2,2,1,1,1,0,0,0,2,0,4,168,yes
1,1,1,1,1,0,0,0,2,0,2,407,yes
4,2,1,1,1,0,0,0,2,0,6,67,no
4,2,0,0,1,0,0,1,0,0,6,304,no
2,2,1,1,1,0,0,0,2,0,4,179,yes
4,1,1,1,1,0,0,0,2,0,6,46,no
1,1,1,1,0,1,1,1,2,2,2,136,yes
4,3,0,0,0,0,0,0,0,0,6,85,no
4,2,1,1,1,0,0,0,1,0,6,168,no
4,3,0,0,0,0,0,1,0,0,7,705,no
2,2,1,1,1,0,0,0,2,0,4,186,yes
4,2,0,0,1,0,0,0,0,0,6,31,no
1,1,1,1,1,0,0,0,2,0,2,94,yes
3,2,0,0,1,0,0,0,0,0,5,196,yes
3,2,0,0,0,0,0,0,0,0,5,105,yes
1,1,0,0,1,0,0,0,0,0,2,405,yes
2,1,1,1,1,0,0,0,2,0,3,296,yes
3,2,0,1,1,0,0,0,1,0,5,31,yes
2,2,1,1,1,0,0,0,2,0,4,263,yes
3,2,1,1,1,0,1,0,2,1,5,118,yes
2,2,1,1,1,0,0,0,2,0,4,9,yes
0,1,1,1,1,0,0,0,2,0,1,188,yes
4,1,0,0,0,0,0,0,0,0,5,95,no
2,1,1,1,1,0,0,0,2,0,3,384,yes
2,1,0,0,1,0,0,0,0,0,3,198,yes
2,2,1,1,1,1,0,0,2,1,4,131,yes
